,Descriptor,Resolved Type,Cluster Labels,Segment
15959,Energy,no_violation,1,2
15960,Traffic,referred,0,1
15961,Noise,fixed,4,5
15962,Noise,no_violation,6,7
15963,Noise,fixed,4,5
15964,Traffic,no_violation,5,6
15965,Noise,fixed,4,5
15966,Noise,no_violation,6,7
15967,Noise,fixed,4,5
15968,Noise,no_violation,6,7
15969,Noise,no_violation,6,7
15970,Safety,fixed,0,1
15971,Noise,fixed,4,5
15972,Noise,fixed,4,5
15973,Noise,fixed,4,5
15974,Noise,fixed,4,5
15975,Noise,no_violation,6,7
15976,Noise,fixed,4,5
15977,Noise,fixed,4,5
15978,Noise,fixed,4,5
15979,Noise,info_needed,4,5
15980,Noise,fixed,4,5
15981,Traffic,no_violation,5,6
15982,Noise,no_violation,6,7
15983,Noise,no_violation,6,7
15984,Safety,no_violation,7,8
15985,Traffic,no_violation,5,6
15986,Noise,fixed,4,5
15987,Noise,no_violation,6,7
15988,Traffic,no_violation,5,6
15989,Noise,fixed,4,5
15990,Traffic,no_violation,5,6
15991,Safety,no_violation,7,8
15992,Animals,no_violation,1,2
15993,Noise,no_violation,6,7
15994,Animals,no_violation,1,2
15995,Noise,no_violation,6,7
15996,Noise,referred,4,5
15997,Noise,no_violation,6,7
15998,Noise,fixed,4,5
15999,Noise,no_violation,6,7
16000,Noise,fixed,4,5
16001,Noise,no_violation,6,7
16002,Noise,no_violation,6,7
16003,Noise,fixed,4,5
16004,Noise,info_needed,4,5
16005,Traffic,no_violation,5,6
16006,Traffic,no_violation,5,6
16007,Noise,fixed,4,5
16008,Noise,fixed,4,5
16009,Noise,fixed,4,5
16010,Noise,info_needed,4,5
16011,Noise,no_violation,6,7
16012,Noise,no_violation,6,7
16013,Noise,no_violation,6,7
16014,Noise,fixed,4,5
16015,Noise,no_violation,6,7
16016,Noise,fixed,4,5
16017,Noise,fixed,4,5
16018,Noise,fixed,4,5
16019,Noise,no_violation,6,7
16020,Noise,fixed,4,5
16021,Noise,fixed,4,5
16022,Noise,no_violation,6,7
16023,Noise,info_needed,4,5
16024,Noise,info_needed,4,5
16033,Noise,info_needed,4,5
16034,Noise,fixed,4,5
16035,Noise,fixed,4,5
16036,Noise,no_violation,6,7
16037,Noise,no_violation,6,7
16038,Noise,fixed,4,5
16039,Noise,fixed,4,5
16040,Noise,fixed,4,5
16041,Noise,fixed,4,5
16042,Noise,no_violation,6,7
16043,Traffic,no_violation,5,6
16044,Noise,no_violation,6,7
16045,Noise,info_needed,4,5
16046,Traffic,info_needed,0,1
16047,Noise,fixed,4,5
16048,Noise,fixed,4,5
16049,Noise,fixed,4,5
16050,Noise,fixed,4,5
16051,Traffic,info_needed,0,1
16052,Noise,fixed,4,5
16053,Traffic,fixed,0,1
16054,Noise,fixed,4,5
16055,Noise,fixed,4,5
16056,Traffic,fixed,0,1
16057,Traffic,fixed,0,1
16058,Traffic,fixed,0,1
16059,Traffic,no_violation,5,6
16060,Noise,fixed,4,5
16061,Noise,fixed,4,5
16063,Noise,fixed,4,5
16064,Noise,fixed,4,5
16065,Noise,fixed,4,5
16066,Noise,no_violation,6,7
16067,Noise,fixed,4,5
16068,Noise,no_violation,6,7
16069,Noise,fixed,4,5
16070,Noise,no_violation,6,7
16071,Traffic,no_violation,5,6
16072,Traffic,fixed,0,1
16073,Noise,info_needed,4,5
16074,Noise,no_violation,6,7
16075,Noise,no_violation,6,7
16076,Noise,no_violation,6,7
16077,Noise,fixed,4,5
16079,Noise,no_violation,6,7
16080,Noise,no_violation,6,7
16081,Noise,no_violation,6,7
16082,Noise,no_violation,6,7
16083,Traffic,no_violation,5,6
16084,Traffic,no_violation,5,6
16085,Traffic,no_violation,5,6
16086,Noise,fixed,4,5
16087,Noise,fixed,4,5
16088,Safety,fixed,0,1
16089,Noise,fixed,4,5
16090,Noise,no_violation,6,7
16091,Noise,fixed,4,5
16092,Noise,fixed,4,5
16093,Noise,fixed,4,5
16094,Noise,fixed,4,5
16095,Noise,no_violation,6,7
16096,Noise,no_violation,6,7
16097,Noise,fixed,4,5
16098,Noise,no_violation,6,7
16099,Traffic,no_violation,5,6
16100,Noise,fixed,4,5
16101,House,no_violation,1,2
16102,Noise,fixed,4,5
16103,Noise,fixed,4,5
16104,Noise,fixed,4,5
16105,Noise,fixed,4,5
16106,Noise,no_violation,6,7
16107,Noise,no_violation,6,7
16108,Noise,no_violation,6,7
16109,Noise,no_violation,6,7
16110,Noise,no_violation,6,7
16111,Noise,fixed,4,5
16112,Noise,fixed,4,5
16113,Noise,no_violation,6,7
16114,Noise,no_violation,6,7
16115,Noise,no_violation,6,7
16116,Noise,fixed,4,5
16117,Noise,fixed,4,5
16118,Noise,no_violation,6,7
16119,Noise,info_needed,4,5
16120,Traffic,no_violation,5,6
16121,Noise,no_violation,6,7
16122,Energy,no_violation,1,2
16123,Traffic,no_violation,5,6
16124,Energy,no_violation,1,2
16125,Noise,no_violation,6,7
16126,Noise,no_violation,6,7
16127,Noise,no_violation,6,7
16128,Noise,fixed,4,5
16129,Personal Issue,no_violation,1,2
16130,Noise,fixed,4,5
16131,Noise,no_violation,6,7
16132,Noise,fixed,4,5
16133,Noise,no_violation,6,7
16134,Noise,no_violation,6,7
16135,Noise,no_violation,6,7
16136,Noise,no_violation,6,7
16137,Noise,no_violation,6,7
16138,Noise,no_violation,6,7
16139,Energy,no_violation,1,2
16140,Noise,no_violation,6,7
16141,Noise,no_violation,6,7
16142,Energy,no_violation,1,2
16143,Traffic,fixed,0,1
16144,Noise,no_violation,6,7
16145,Noise,fixed,4,5
16146,Traffic,no_violation,5,6
16147,Noise,no_violation,6,7
16148,Noise,no_violation,6,7
16149,Noise,no_violation,6,7
16152,Noise,no_violation,6,7
16153,Noise,no_violation,6,7
16154,Noise,no_violation,6,7
16155,Noise,no_violation,6,7
16156,Noise,no_violation,6,7
16157,Energy,no_violation,1,2
16158,Noise,no_violation,6,7
16159,Noise,fixed,4,5
16160,Noise,no_violation,6,7
16161,Noise,no_violation,6,7
16162,Noise,info_needed,4,5
16163,Noise,no_violation,6,7
16164,Noise,fixed,4,5
16165,Noise,fixed,4,5
16166,Noise,no_violation,6,7
16167,Noise,no_violation,6,7
16168,Noise,no_violation,6,7
16169,Noise,no_violation,6,7
16170,Noise,fixed,4,5
16171,Noise,fixed,4,5
16172,Noise,fixed,4,5
16173,Noise,fixed,4,5
16174,Noise,fixed,4,5
16175,Noise,fixed,4,5
16176,Noise,fixed,4,5
16177,Noise,info_needed,4,5
16178,Noise,fixed,4,5
16179,Noise,fixed,4,5
16180,Noise,no_violation,6,7
16181,Noise,no_violation,6,7
16182,Noise,no_violation,6,7
16183,Noise,no_violation,6,7
16184,Noise,no_violation,6,7
16185,Noise,no_violation,6,7
16186,Noise,no_violation,6,7
16187,Noise,no_violation,6,7
16188,Noise,no_violation,6,7
16189,Noise,no_violation,6,7
16190,Safety,fixed,0,1
16191,Noise,no_violation,6,7
16192,Noise,no_violation,6,7
16193,Traffic,fixed,0,1
16194,Noise,no_violation,6,7
16195,Noise,fixed,4,5
16196,Noise,no_violation,6,7
16197,Noise,no_violation,6,7
16198,Noise,no_violation,6,7
16199,Noise,no_violation,6,7
16200,Noise,fixed,4,5
16201,Noise,no_violation,6,7
16202,Noise,fixed,4,5
16203,Noise,fixed,4,5
16204,Noise,no_violation,6,7
16205,Noise,fixed,4,5
16206,Noise,fixed,4,5
16207,Noise,fixed,4,5
16208,Noise,fixed,4,5
16209,Noise,no_violation,6,7
16210,Noise,fixed,4,5
16211,Noise,no_violation,6,7
16212,Noise,no_violation,6,7
16213,Noise,fixed,4,5
16214,Noise,fixed,4,5
16215,Noise,fixed,4,5
16216,Noise,no_violation,6,7
16217,Noise,fixed,4,5
16218,Traffic,info_needed,0,1
16219,Noise,no_violation,6,7
16220,Noise,no_violation,6,7
16221,Noise,fixed,4,5
16222,Noise,no_violation,6,7
16223,Noise,no_violation,6,7
16224,Noise,fixed,4,5
16225,Noise,fixed,4,5
16226,Noise,no_violation,6,7
16227,Noise,fixed,4,5
16228,Noise,no_violation,6,7
16229,Noise,fixed,4,5
16230,Noise,fixed,4,5
16231,Noise,no_violation,6,7
16232,Noise,no_violation,6,7
16233,Noise,fixed,4,5
16234,Noise,no_violation,6,7
16235,Noise,fixed,4,5
16236,Noise,fixed,4,5
16237,Traffic,fixed,0,1
16238,Noise,no_violation,6,7
16239,Noise,info_needed,4,5
16240,Noise,info_needed,4,5
16241,Noise,no_violation,6,7
16243,Noise,fixed,4,5
16244,Noise,info_needed,4,5
16245,Noise,no_violation,6,7
16246,Noise,fixed,4,5
16247,Energy,fixed,0,1
16248,Noise,no_violation,6,7
16249,Noise,no_violation,6,7
16250,Noise,no_violation,6,7
16251,Noise,no_violation,6,7
16252,Noise,fixed,4,5
16253,Noise,fixed,4,5
16254,Noise,no_violation,6,7
16255,Noise,info_needed,4,5
16256,Noise,fixed,4,5
16257,Noise,no_violation,6,7
16258,Noise,fixed,4,5
16259,Noise,no_violation,6,7
16260,Noise,fixed,4,5
16261,Noise,fixed,4,5
16262,Noise,no_violation,6,7
16263,Noise,no_violation,6,7
16264,Noise,no_violation,6,7
16265,Noise,fixed,4,5
16266,Noise,fixed,4,5
16267,Noise,fixed,4,5
16268,Noise,fixed,4,5
16269,Noise,fixed,4,5
16270,Noise,fixed,4,5
16271,Noise,fixed,4,5
16272,Noise,no_violation,6,7
16273,Noise,no_violation,6,7
16274,Noise,no_violation,6,7
16275,Noise,no_violation,6,7
16276,Noise,fixed,4,5
16277,Noise,no_violation,6,7
16278,Noise,no_violation,6,7
16279,Noise,fixed,4,5
16280,Noise,info_needed,4,5
16281,Noise,no_violation,6,7
16282,Noise,fixed,4,5
16283,Noise,no_violation,6,7
16284,Noise,fixed,4,5
16285,Noise,no_violation,6,7
16286,Noise,fixed,4,5
16287,Noise,no_violation,6,7
16288,Noise,info_needed,4,5
16289,Noise,fixed,4,5
16290,Traffic,fixed,0,1
16291,Noise,no_violation,6,7
16292,Safety,fixed,0,1
16293,Noise,fixed,4,5
16294,Noise,no_violation,6,7
16295,Noise,no_violation,6,7
16296,Noise,no_violation,6,7
16297,Noise,no_violation,6,7
16298,Noise,no_violation,6,7
16299,Noise,fixed,4,5
16300,Noise,fixed,4,5
16301,Noise,fixed,4,5
16302,House,no_violation,1,2
16303,Noise,no_violation,6,7
16304,Traffic,no_violation,5,6
16305,Noise,no_violation,6,7
16306,Noise,no_violation,6,7
16307,Noise,no_violation,6,7
16308,Noise,fixed,4,5
16309,Noise,fixed,4,5
16310,Traffic,no_violation,5,6
16311,Noise,no_violation,6,7
16312,Noise,fixed,4,5
16313,Noise,fixed,4,5
16314,Noise,fixed,4,5
16315,Noise,no_violation,6,7
16316,Noise,info_needed,4,5
16317,Noise,no_violation,6,7
16318,Traffic,no_violation,5,6
16319,Noise,no_violation,6,7
16320,Noise,no_violation,6,7
16321,Noise,fixed,4,5
16322,Noise,fixed,4,5
16323,Traffic,no_violation,5,6
16324,Noise,no_violation,6,7
16325,Noise,no_violation,6,7
16326,Noise,no_violation,6,7
16327,Noise,no_violation,6,7
16328,Noise,no_violation,6,7
16329,Noise,fixed,4,5
16330,Noise,info_needed,4,5
16331,Noise,no_violation,6,7
16332,Noise,no_violation,6,7
16333,Safety,fixed,0,1
16334,Noise,fixed,4,5
16335,Noise,fixed,4,5
16336,Noise,no_violation,6,7
16337,Noise,fixed,4,5
16338,Noise,no_violation,6,7
16339,Noise,fixed,4,5
16340,Noise,no_violation,6,7
16341,Traffic,fixed,0,1
16342,Noise,no_violation,6,7
16343,Noise,fixed,4,5
16344,Traffic,info_needed,0,1
16345,Noise,no_violation,6,7
16346,Noise,no_violation,6,7
16347,Noise,no_violation,6,7
16348,Noise,no_violation,6,7
16349,Noise,no_violation,6,7
16350,Noise,no_violation,6,7
16351,Noise,no_violation,6,7
16352,Traffic,no_violation,5,6
16353,Safety,fixed,0,1
16354,Noise,fixed,4,5
16355,Noise,no_violation,6,7
16356,Noise,no_violation,6,7
16357,Noise,no_violation,6,7
16358,Noise,fixed,4,5
16359,Noise,no_violation,6,7
16360,Noise,no_violation,6,7
16361,Noise,no_violation,6,7
16362,Noise,no_violation,6,7
16363,Noise,fixed,4,5
16364,Noise,no_violation,6,7
16365,Noise,no_violation,6,7
16366,Noise,no_violation,6,7
16367,Noise,fixed,4,5
16368,Noise,no_violation,6,7
16369,Noise,no_violation,6,7
16370,Noise,fixed,4,5
16371,Noise,fixed,4,5
16372,Noise,fixed,4,5
16373,Traffic,fixed,0,1
16374,Noise,no_violation,6,7
16375,Noise,no_violation,6,7
16376,Noise,no_violation,6,7
16377,Traffic,no_violation,5,6
16378,Noise,fixed,4,5
16379,Noise,no_violation,6,7
16380,Noise,fixed,4,5
16381,Noise,fixed,4,5
16382,Noise,fixed,4,5
16383,Noise,fixed,4,5
16384,Noise,fixed,4,5
16385,Noise,no_violation,6,7
16386,Noise,no_violation,6,7
16387,Noise,no_violation,6,7
16388,Noise,no_violation,6,7
16389,Noise,info_needed,4,5
16390,Noise,no_violation,6,7
16391,Noise,no_violation,6,7
16392,Noise,fixed,4,5
16393,Noise,no_violation,6,7
16394,Noise,fixed,4,5
16395,Noise,no_violation,6,7
16396,Noise,no_violation,6,7
16397,Noise,fixed,4,5
16398,Noise,fixed,4,5
16399,Noise,fixed,4,5
16400,Noise,info_needed,4,5
16401,Noise,no_violation,6,7
16402,Noise,fixed,4,5
16403,Noise,fixed,4,5
16404,Traffic,no_violation,5,6
16405,Noise,no_violation,6,7
16406,Noise,fixed,4,5
16407,Noise,no_violation,6,7
16408,Noise,fixed,4,5
16409,Noise,fixed,4,5
16410,Noise,fixed,4,5
16411,Noise,no_violation,6,7
16412,Noise,no_violation,6,7
16413,House,no_violation,1,2
16414,Personal Issue,no_violation,1,2
16415,Noise,fixed,4,5
16416,Noise,fixed,4,5
16417,Noise,fixed,4,5
16418,Noise,fixed,4,5
16419,Noise,no_violation,6,7
16420,Noise,no_violation,6,7
16422,Noise,fixed,4,5
16423,Noise,fixed,4,5
16424,Noise,fixed,4,5
16425,Noise,fixed,4,5
16426,Noise,fixed,4,5
16427,Traffic,fixed,0,1
16428,Noise,no_violation,6,7
16429,Noise,fixed,4,5
16430,Energy,no_violation,1,2
16431,Noise,no_violation,6,7
16432,Noise,no_violation,6,7
16433,Noise,no_violation,6,7
16434,Noise,no_violation,6,7
16435,Noise,info_needed,4,5
16436,Traffic,fixed,0,1
16437,Noise,fixed,4,5
16438,Noise,no_violation,6,7
16439,Noise,no_violation,6,7
16440,Noise,no_violation,6,7
16441,Noise,no_violation,6,7
16442,Noise,no_violation,6,7
16443,Noise,no_violation,6,7
16444,Noise,no_violation,6,7
16446,Noise,no_violation,6,7
16447,Traffic,fixed,0,1
16448,Noise,no_violation,6,7
16449,Traffic,no_violation,5,6
16450,Noise,no_violation,6,7
16451,Noise,no_violation,6,7
16452,Safety,fixed,0,1
16453,Noise,fixed,4,5
16454,Noise,fixed,4,5
16455,Noise,fixed,4,5
16456,Noise,fixed,4,5
16457,Noise,no_violation,6,7
16458,Noise,fixed,4,5
16459,Noise,fixed,4,5
16461,Traffic,no_violation,5,6
16462,Noise,no_violation,6,7
16463,Noise,no_violation,6,7
16464,Noise,no_violation,6,7
16465,Noise,no_violation,6,7
16466,Noise,no_violation,6,7
16467,Noise,no_violation,6,7
16468,Noise,no_violation,6,7
16469,Noise,fixed,4,5
16470,Safety,no_violation,7,8
16471,Noise,no_violation,6,7
16472,Safety,no_violation,7,8
16473,Noise,no_violation,6,7
16474,Traffic,no_violation,5,6
16475,Noise,no_violation,6,7
16476,Traffic,no_violation,5,6
16477,Safety,no_violation,7,8
16478,Safety,no_violation,7,8
16479,Noise,no_violation,6,7
16480,Noise,fixed,4,5
16481,Noise,fixed,4,5
16482,Noise,fixed,4,5
16483,Noise,no_violation,6,7
16484,Safety,fixed,0,1
16485,Noise,no_violation,6,7
16486,Noise,no_violation,6,7
16487,Traffic,info_needed,0,1
16488,Noise,fixed,4,5
16489,Noise,no_violation,6,7
16490,Traffic,no_violation,5,6
16491,Noise,no_violation,6,7
16492,Safety,no_violation,7,8
16493,Noise,no_violation,6,7
16494,Noise,no_violation,6,7
16495,Noise,no_violation,6,7
16496,Noise,no_violation,6,7
16497,Noise,no_violation,6,7
16500,Noise,no_violation,6,7
16502,Energy,no_violation,1,2
16503,Noise,no_violation,6,7
16504,Safety,fixed,0,1
16506,Safety,no_violation,7,8
16509,Traffic,fixed,0,1
16510,Noise,no_violation,6,7
16511,Traffic,fixed,0,1
16512,Personal Issue,fixed,0,1
16515,Commercial,no_violation,1,2
16516,Safety,fixed,0,1
16518,Other,no_violation,1,2
16519,Commercial,fixed,0,1
16520,Traffic,no_violation,5,6
16521,Commercial,fixed,0,1
16522,Traffic,no_violation,5,6
16524,Commercial,fixed,0,1
16525,Other,fixed,0,1
16526,Traffic,fixed,0,1
16528,Traffic,no_violation,5,6
16529,Traffic,fixed,0,1
16530,Commercial,fixed,0,1
16531,Commercial,fixed,0,1
16532,Traffic,fixed,0,1
16533,Noise,fixed,4,5
16534,Traffic,no_violation,5,6
16536,Traffic,no_violation,5,6
16537,Noise,no_violation,6,7
16538,House,no_violation,1,2
16540,House,no_violation,1,2
16542,Trash/Pollution,fixed,0,1
16543,Traffic,fixed,0,1
16544,Traffic,no_violation,5,6
16545,Traffic,no_violation,5,6
16546,House,fixed,2,3
16547,House,fixed,2,3
16548,Noise,no_violation,6,7
16550,Safety,fixed,0,1
16551,Noise,fixed,4,5
16553,Noise,no_violation,6,7
16554,Commercial,fixed,0,1
16555,Commercial,fixed,0,1
16556,Animals,no_violation,1,2
16558,Commercial,fixed,0,1
16559,Safety,no_violation,7,8
16560,Trash/Pollution,fixed,0,1
16561,Safety,fixed,0,1
16562,Commercial,fixed,0,1
16563,Trash/Pollution,fixed,0,1
16565,Commercial,fixed,0,1
16566,Trash/Pollution,no_violation,3,4
16567,Traffic,no_violation,5,6
16568,Commercial,fixed,0,1
16569,Traffic,no_violation,5,6
16570,Personal Issue,fixed,0,1
16571,Traffic,referred,0,1
16572,Trash/Pollution,no_violation,3,4
16573,Trash/Pollution,no_violation,3,4
16575,Trash/Pollution,no_violation,3,4
16576,Noise,fixed,4,5
16577,Trash/Pollution,no_violation,3,4
16578,Trash/Pollution,no_violation,3,4
16579,Safety,fixed,0,1
16580,Noise,fixed,4,5
16581,Traffic,fixed,0,1
16582,Trash/Pollution,no_violation,3,4
16583,Trash/Pollution,no_violation,3,4
16584,Trash/Pollution,no_violation,3,4
16585,House,fixed,2,3
16586,Other,no_violation,1,2
16589,Noise,fixed,4,5
16590,Trash/Pollution,no_violation,3,4
16591,Safety,fixed,0,1
16592,Trash/Pollution,no_violation,3,4
16593,Commercial,no_violation,1,2
16594,Noise,no_violation,6,7
16595,Trash/Pollution,no_violation,3,4
16596,Safety,fixed,0,1
16598,Personal Issue,no_violation,1,2
16599,Personal Issue,fixed,0,1
16600,Personal Issue,fixed,0,1
16601,Trash/Pollution,no_violation,3,4
16602,Trash/Pollution,no_violation,3,4
16603,Personal Issue,fixed,0,1
16604,Personal Issue,fixed,0,1
16605,Trash/Pollution,no_violation,3,4
16606,Trash/Pollution,no_violation,3,4
16607,Trash/Pollution,no_violation,3,4
16608,Trash/Pollution,no_violation,3,4
16609,Safety,fixed,0,1
16610,Trash/Pollution,no_violation,3,4
16611,Trash/Pollution,no_violation,3,4
16612,Traffic,fixed,0,1
16613,Trash/Pollution,no_violation,3,4
16614,Trash/Pollution,no_violation,3,4
16615,Trash/Pollution,no_violation,3,4
16616,Traffic,no_violation,5,6
16617,Traffic,no_violation,5,6
16618,Traffic,fixed,0,1
16619,Trash/Pollution,fixed,0,1
16620,Traffic,no_violation,5,6
16621,Safety,fixed,0,1
16622,Noise,no_violation,6,7
16623,Safety,fixed,0,1
16624,Safety,fixed,0,1
16625,Safety,fixed,0,1
16628,Traffic,fixed,0,1
16629,Traffic,fixed,0,1
16630,Noise,no_violation,6,7
16631,Noise,info_needed,4,5
16632,Noise,no_violation,6,7
16633,Traffic,fixed,0,1
16634,Traffic,no_violation,5,6
16635,Traffic,fixed,0,1
16637,Traffic,no_violation,5,6
16638,Traffic,no_violation,5,6
16639,Noise,no_violation,6,7
16640,Traffic,no_violation,5,6
16641,Traffic,no_violation,5,6
16642,Noise,no_violation,6,7
16643,Noise,fixed,4,5
16644,Safety,no_violation,7,8
16645,Safety,fixed,0,1
16646,Traffic,fixed,0,1
16647,Noise,fixed,4,5
16648,Noise,fixed,4,5
16653,Traffic,no_violation,5,6
16655,Traffic,no_violation,5,6
16656,Traffic,no_violation,5,6
16657,Noise,no_violation,6,7
16658,Traffic,no_violation,5,6
16659,Safety,fixed,0,1
16660,Traffic,no_violation,5,6
16661,Traffic,fixed,0,1
16662,Traffic,no_violation,5,6
16663,Noise,no_violation,6,7
16664,Noise,no_violation,6,7
16665,Safety,fixed,0,1
16666,Trash/Pollution,no_violation,3,4
16667,Trash/Pollution,no_violation,3,4
16668,Trash/Pollution,no_violation,3,4
16673,Safety,fixed,0,1
16674,Safety,fixed,0,1
16675,Traffic,fixed,0,1
16676,Traffic,fixed,0,1
16677,Trash/Pollution,fixed,0,1
16678,Traffic,no_violation,5,6
16679,Traffic,no_violation,5,6
16680,Noise,fixed,4,5
16681,Safety,fixed,0,1
16682,Traffic,no_violation,5,6
16683,Noise,fixed,4,5
16684,Noise,fixed,4,5
16685,Noise,no_violation,6,7
16686,Noise,fixed,4,5
16687,Traffic,no_violation,5,6
16689,Noise,no_violation,6,7
16690,Energy,no_violation,1,2
16691,Traffic,no_violation,5,6
16693,Traffic,no_violation,5,6
16694,Noise,no_violation,6,7
16695,Noise,no_violation,6,7
16696,Traffic,fixed,0,1
16697,Animals,fixed,0,1
16698,Traffic,fixed,0,1
16699,Traffic,no_violation,5,6
16701,Traffic,fixed,0,1
16702,Noise,fixed,4,5
16703,Noise,no_violation,6,7
16704,Traffic,no_violation,5,6
16705,Traffic,referred,0,1
16707,Traffic,no_violation,5,6
16708,Personal Issue,fixed,0,1
16709,Personal Issue,fixed,0,1
16710,Noise,no_violation,6,7
16711,Trash/Pollution,fixed,0,1
16712,Commercial,no_violation,1,2
16713,Traffic,no_violation,5,6
16714,Noise,fixed,4,5
16715,Traffic,no_violation,5,6
16716,Traffic,no_violation,5,6
16718,Noise,no_violation,6,7
16719,Noise,no_violation,6,7
16720,Trash/Pollution,no_violation,3,4
16721,Trash/Pollution,no_violation,3,4
16722,Trash/Pollution,no_violation,3,4
16723,Trash/Pollution,no_violation,3,4
16724,Traffic,no_violation,5,6
16725,Trash/Pollution,no_violation,3,4
16726,Trash/Pollution,no_violation,3,4
16727,Trash/Pollution,no_violation,3,4
16728,Trash/Pollution,no_violation,3,4
16729,Trash/Pollution,no_violation,3,4
16730,Trash/Pollution,no_violation,3,4
16731,Animals,no_violation,1,2
16732,Trash/Pollution,no_violation,3,4
16733,Trash/Pollution,no_violation,3,4
16734,Trash/Pollution,no_violation,3,4
16738,Noise,fixed,4,5
16739,Trash/Pollution,fixed,0,1
16740,Trash/Pollution,no_violation,3,4
16741,Commercial,no_violation,1,2
16742,Safety,no_violation,7,8
16743,Other,fixed,0,1
16744,Energy,no_violation,1,2
16745,Traffic,fixed,0,1
16746,Traffic,referred,0,1
16747,Traffic,no_violation,5,6
16748,Energy,no_violation,1,2
16749,Energy,no_violation,1,2
16750,House,info_needed,1,2
16751,House,no_violation,1,2
16753,Safety,no_violation,7,8
16754,Safety,fixed,0,1
16755,Energy,no_violation,1,2
16756,Energy,no_violation,1,2
16757,Energy,no_violation,1,2
16758,Energy,no_violation,1,2
16759,Noise,fixed,4,5
