,Descriptor,Resolved Type,Duration Type,Cluster Labels,Segment
19127,Traffic,fixed,"(0.069, 26.55]",7,8
19128,Commercial,followup,"(0.069, 26.55]",3,4
19129,Animals,duplicated_report,"(2677.65, 59476.62]",5,6
19130,Traffic,fixed,"(26.55, 63.33]",0,1
19131,Traffic,no_violation,"(0.069, 26.55]",1,2
19132,Animals,duplicated_report,"(2677.65, 59476.62]",5,6
19134,Animals,duplicated_report,"(2677.65, 59476.62]",5,6
19135,Traffic,fixed,"(26.55, 63.33]",0,1
19136,Noise,no_violation,"(63.33, 2677.65]",9,10
19137,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19138,Commercial,referred,"(2677.65, 59476.62]",2,3
19139,Commercial,no_violation,"(2677.65, 59476.62]",2,3
19140,Other,referred,"(2677.65, 59476.62]",2,3
19141,Commercial,no_violation,"(63.33, 2677.65]",9,10
19142,Commercial,followup,"(63.33, 2677.65]",8,9
19143,Animals,duplicated_report,"(63.33, 2677.65]",5,6
19144,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19145,Traffic,fixed,"(26.55, 63.33]",0,1
19146,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19147,Traffic,no_violation,"(0.069, 26.55]",1,2
19148,Safety,referred,"(63.33, 2677.65]",0,1
19149,Commercial,followup,"(0.069, 26.55]",3,4
19150,Safety,no_violation,"(63.33, 2677.65]",9,10
19151,Traffic,fixed,"(0.069, 26.55]",7,8
19152,Safety,no_violation,"(0.069, 26.55]",3,4
19153,Animals,duplicated_report,"(2677.65, 59476.62]",5,6
19154,Noise,fixed,"(26.55, 63.33]",4,5
19155,Safety,referred,"(2677.65, 59476.62]",0,1
19157,Commercial,followup,"(63.33, 2677.65]",8,9
19158,Commercial,no_violation,"(63.33, 2677.65]",9,10
19159,Traffic,no_violation,"(63.33, 2677.65]",1,2
19160,Traffic,no_violation,"(26.55, 63.33]",1,2
19161,Traffic,fixed,"(26.55, 63.33]",0,1
19162,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19163,Traffic,no_violation,"(26.55, 63.33]",1,2
19164,Safety,followup,"(2677.65, 59476.62]",0,1
19165,Safety,followup,"(2677.65, 59476.62]",0,1
19166,Safety,followup,"(2677.65, 59476.62]",0,1
19167,Traffic,no_violation,"(0.069, 26.55]",1,2
19169,Commercial,followup,"(0.069, 26.55]",3,4
19170,Noise,no_violation,"(0.069, 26.55]",3,4
19171,Traffic,followup,"(2677.65, 59476.62]",1,2
19172,House,fixed,"(2677.65, 59476.62]",2,3
19173,Traffic,followup,"(2677.65, 59476.62]",1,2
19175,House,fixed,"(26.55, 63.33]",0,1
19176,House,fixed,"(26.55, 63.33]",0,1
19177,Traffic,fixed,"(63.33, 2677.65]",8,9
19178,Traffic,fixed,"(2677.65, 59476.62]",5,6
19179,Traffic,fixed,"(26.55, 63.33]",0,1
19186,Commercial,referred,"(2677.65, 59476.62]",2,3
19187,Other,info_needed,"(63.33, 2677.65]",8,9
19188,Other,info_needed,"(2677.65, 59476.62]",2,3
19189,Noise,no_violation,"(26.55, 63.33]",6,7
19190,Safety,fixed,"(26.55, 63.33]",0,1
19191,Traffic,fixed,"(63.33, 2677.65]",8,9
19193,Commercial,followup,"(0.069, 26.55]",3,4
19197,Traffic,no_violation,"(0.069, 26.55]",1,2
19198,Noise,no_violation,"(0.069, 26.55]",3,4
19199,Traffic,fixed,"(63.33, 2677.65]",8,9
19200,Traffic,no_violation,"(26.55, 63.33]",1,2
19202,Traffic,fixed,"(26.55, 63.33]",0,1
19203,Commercial,followup,"(0.069, 26.55]",3,4
19206,Traffic,fixed,"(26.55, 63.33]",0,1
19208,Commercial,referred,"(2677.65, 59476.62]",2,3
19209,Commercial,referred,"(2677.65, 59476.62]",2,3
19210,Commercial,info_needed,"(63.33, 2677.65]",8,9
19211,Commercial,referred,"(2677.65, 59476.62]",2,3
19212,Commercial,referred,"(2677.65, 59476.62]",2,3
19213,Commercial,referred,"(2677.65, 59476.62]",2,3
19214,Commercial,referred,"(2677.65, 59476.62]",2,3
19215,Traffic,no_violation,"(0.069, 26.55]",1,2
19216,Traffic,no_violation,"(0.069, 26.55]",1,2
19217,House,fixed,"(63.33, 2677.65]",8,9
19218,Traffic,fixed,"(26.55, 63.33]",0,1
19219,House,fixed,"(63.33, 2677.65]",8,9
19220,Commercial,followup,"(0.069, 26.55]",3,4
19221,Traffic,fixed,"(26.55, 63.33]",0,1
19222,Traffic,fixed,"(26.55, 63.33]",0,1
19223,Other,fixed,"(2677.65, 59476.62]",5,6
19224,Traffic,fixed,"(2677.65, 59476.62]",5,6
19225,Traffic,fixed,"(2677.65, 59476.62]",5,6
19227,Personal Issue,no_violation,"(26.55, 63.33]",1,2
19228,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19229,Safety,referred,"(63.33, 2677.65]",0,1
19230,Safety,referred,"(63.33, 2677.65]",0,1
19231,Traffic,fixed,"(0.069, 26.55]",7,8
19232,Trash/Pollution,referred,"(2677.65, 59476.62]",2,3
19233,Trash/Pollution,referred,"(63.33, 2677.65]",8,9
19234,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
19238,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19239,Trash/Pollution,referred,"(2677.65, 59476.62]",2,3
19240,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19241,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19242,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
19243,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19245,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19246,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19247,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19248,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19249,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19250,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19251,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19252,Traffic,fixed,"(63.33, 2677.65]",8,9
19253,Other,followup,"(0.069, 26.55]",3,4
19254,Traffic,followup,"(2677.65, 59476.62]",1,2
19255,Commercial,referred,"(2677.65, 59476.62]",2,3
19256,Traffic,info_needed,"(2677.65, 59476.62]",1,2
19257,Commercial,followup,"(2677.65, 59476.62]",2,3
19258,Commercial,referred,"(2677.65, 59476.62]",2,3
19259,Commercial,referred,"(2677.65, 59476.62]",2,3
19260,Commercial,referred,"(2677.65, 59476.62]",2,3
19261,Commercial,referred,"(2677.65, 59476.62]",2,3
19262,Commercial,referred,"(2677.65, 59476.62]",2,3
19264,Traffic,no_violation,"(26.55, 63.33]",1,2
19266,Traffic,fixed,"(26.55, 63.33]",0,1
19267,Personal Issue,followup,"(2677.65, 59476.62]",2,3
19268,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19269,Safety,no_violation,"(2677.65, 59476.62]",2,3
19270,Safety,no_violation,"(2677.65, 59476.62]",2,3
19271,Safety,followup,"(2677.65, 59476.62]",0,1
19272,Traffic,followup,"(2677.65, 59476.62]",1,2
19273,Traffic,followup,"(2677.65, 59476.62]",1,2
19274,Traffic,fixed,"(2677.65, 59476.62]",5,6
19276,Noise,no_violation,"(0.069, 26.55]",3,4
19279,Traffic,no_violation,"(26.55, 63.33]",1,2
19280,Traffic,no_violation,"(26.55, 63.33]",1,2
19281,Traffic,no_violation,"(0.069, 26.55]",1,2
19282,Traffic,followup,"(2677.65, 59476.62]",1,2
19283,Commercial,referred,"(2677.65, 59476.62]",2,3
19284,Commercial,referred,"(2677.65, 59476.62]",2,3
19285,Traffic,fixed,"(26.55, 63.33]",0,1
19286,Personal Issue,referred,"(63.33, 2677.65]",8,9
19289,Traffic,fixed,"(0.069, 26.55]",7,8
19290,Commercial,followup,"(2677.65, 59476.62]",2,3
19291,Noise,fixed,"(26.55, 63.33]",4,5
19292,Traffic,no_violation,"(26.55, 63.33]",1,2
19294,Traffic,no_violation,"(26.55, 63.33]",1,2
19295,Traffic,fixed,"(63.33, 2677.65]",8,9
19296,Safety,no_violation,"(63.33, 2677.65]",9,10
19297,Traffic,no_violation,"(0.069, 26.55]",1,2
19298,Safety,no_violation,"(2677.65, 59476.62]",2,3
19299,Traffic,fixed,"(26.55, 63.33]",0,1
19300,Traffic,followup,"(2677.65, 59476.62]",1,2
19301,Commercial,referred,"(2677.65, 59476.62]",2,3
19302,Traffic,followup,"(2677.65, 59476.62]",1,2
19303,Commercial,referred,"(2677.65, 59476.62]",2,3
19304,Commercial,referred,"(2677.65, 59476.62]",2,3
19305,Traffic,info_needed,"(63.33, 2677.65]",8,9
19306,Personal Issue,followup,"(0.069, 26.55]",3,4
19307,Traffic,followup,"(2677.65, 59476.62]",1,2
19308,Traffic,followup,"(2677.65, 59476.62]",1,2
19309,Traffic,no_violation,"(26.55, 63.33]",1,2
19311,Traffic,no_violation,"(26.55, 63.33]",1,2
19313,Traffic,no_violation,"(26.55, 63.33]",1,2
19314,Traffic,no_violation,"(0.069, 26.55]",1,2
19315,Traffic,followup,"(2677.65, 59476.62]",1,2
19316,Traffic,followup,"(2677.65, 59476.62]",1,2
19317,Traffic,followup,"(2677.65, 59476.62]",1,2
19318,Traffic,followup,"(2677.65, 59476.62]",1,2
19319,Other,followup,"(0.069, 26.55]",3,4
19320,Traffic,followup,"(2677.65, 59476.62]",1,2
19321,Safety,no_violation,"(2677.65, 59476.62]",2,3
19322,Traffic,no_violation,"(26.55, 63.33]",1,2
19323,Noise,no_violation,"(26.55, 63.33]",6,7
19324,Trash/Pollution,no_violation,"(26.55, 63.33]",1,2
19325,Other,followup,"(2677.65, 59476.62]",2,3
19326,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19327,Safety,followup,"(2677.65, 59476.62]",0,1
19328,Safety,followup,"(2677.65, 59476.62]",0,1
19329,Safety,fixed,"(2677.65, 59476.62]",0,1
19330,Noise,no_violation,"(26.55, 63.33]",6,7
19331,Traffic,no_violation,"(63.33, 2677.65]",1,2
19332,Traffic,no_violation,"(26.55, 63.33]",1,2
19333,Personal Issue,fixed,"(2677.65, 59476.62]",5,6
19335,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
19336,Traffic,followup,"(63.33, 2677.65]",8,9
19337,Other,no_violation,"(0.069, 26.55]",3,4
19338,House,fixed,"(2677.65, 59476.62]",2,3
19339,House,fixed,"(2677.65, 59476.62]",2,3
19340,House,fixed,"(2677.65, 59476.62]",2,3
19342,Safety,fixed,"(63.33, 2677.65]",0,1
19343,Traffic,no_violation,"(63.33, 2677.65]",1,2
19354,Traffic,no_violation,"(26.55, 63.33]",1,2
19357,Other,followup,"(2677.65, 59476.62]",2,3
19360,Traffic,referred,"(2677.65, 59476.62]",1,2
19361,Noise,fixed,"(2677.65, 59476.62]",4,5
19362,Other,fixed,"(2677.65, 59476.62]",5,6
19363,House,no_violation,"(2677.65, 59476.62]",2,3
19364,Safety,no_violation,"(2677.65, 59476.62]",2,3
19365,House,no_violation,"(2677.65, 59476.62]",2,3
19366,House,no_violation,"(2677.65, 59476.62]",2,3
19367,House,fixed,"(2677.65, 59476.62]",2,3
19368,House,no_violation,"(2677.65, 59476.62]",2,3
19369,House,no_violation,"(2677.65, 59476.62]",2,3
19370,House,no_violation,"(2677.65, 59476.62]",2,3
19371,Noise,fixed,"(2677.65, 59476.62]",4,5
19372,Personal Issue,followup,"(2677.65, 59476.62]",2,3
19375,Noise,fixed,"(26.55, 63.33]",4,5
19376,Traffic,no_violation,"(0.069, 26.55]",1,2
19377,Commercial,followup,"(2677.65, 59476.62]",2,3
19379,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
19380,Noise,no_violation,"(26.55, 63.33]",6,7
19381,Other,fixed,"(26.55, 63.33]",0,1
19382,Noise,no_violation,"(0.069, 26.55]",3,4
19383,Traffic,no_violation,"(63.33, 2677.65]",1,2
19384,Noise,fixed,"(63.33, 2677.65]",4,5
19385,Traffic,no_violation,"(0.069, 26.55]",1,2
19386,Traffic,no_violation,"(63.33, 2677.65]",1,2
19387,Traffic,no_violation,"(26.55, 63.33]",1,2
19388,Noise,fixed,"(0.069, 26.55]",7,8
19389,Commercial,referred,"(2677.65, 59476.62]",2,3
19390,Commercial,referred,"(63.33, 2677.65]",8,9
19391,Other,no_violation,"(2677.65, 59476.62]",2,3
19392,Commercial,referred,"(2677.65, 59476.62]",2,3
19406,Personal Issue,followup,"(63.33, 2677.65]",8,9
19407,Traffic,no_violation,"(0.069, 26.55]",1,2
19408,Safety,followup,"(2677.65, 59476.62]",0,1
19414,Noise,fixed,"(63.33, 2677.65]",4,5
19421,Traffic,followup,"(2677.65, 59476.62]",1,2
19422,Traffic,followup,"(2677.65, 59476.62]",1,2
19423,Other,referred,"(2677.65, 59476.62]",2,3
19424,Other,referred,"(2677.65, 59476.62]",2,3
19425,Safety,referred,"(2677.65, 59476.62]",0,1
19426,Traffic,no_violation,"(63.33, 2677.65]",1,2
19427,Traffic,followup,"(2677.65, 59476.62]",1,2
19430,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19431,Traffic,no_violation,"(63.33, 2677.65]",1,2
19432,Traffic,followup,"(2677.65, 59476.62]",1,2
19433,Traffic,followup,"(2677.65, 59476.62]",1,2
19434,Traffic,followup,"(2677.65, 59476.62]",1,2
19435,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19436,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19437,Safety,fixed,"(2677.65, 59476.62]",0,1
19438,Noise,fixed,"(63.33, 2677.65]",4,5
19439,Personal Issue,followup,"(2677.65, 59476.62]",2,3
19440,Traffic,fixed,"(26.55, 63.33]",0,1
19441,Personal Issue,no_violation,"(26.55, 63.33]",1,2
19442,Safety,fixed,"(26.55, 63.33]",0,1
19443,Personal Issue,followup,"(2677.65, 59476.62]",2,3
19444,Noise,fixed,"(26.55, 63.33]",4,5
19445,Noise,no_violation,"(0.069, 26.55]",3,4
19446,Traffic,no_violation,"(26.55, 63.33]",1,2
19447,Traffic,no_violation,"(63.33, 2677.65]",1,2
19448,Commercial,referred,"(2677.65, 59476.62]",2,3
19449,Commercial,referred,"(2677.65, 59476.62]",2,3
19450,Commercial,referred,"(2677.65, 59476.62]",2,3
19451,Commercial,info_needed,"(2677.65, 59476.62]",2,3
19452,Noise,no_violation,"(0.069, 26.55]",3,4
19453,Traffic,no_violation,"(26.55, 63.33]",1,2
19454,Traffic,no_violation,"(63.33, 2677.65]",1,2
19455,Other,no_violation,"(63.33, 2677.65]",9,10
19456,Commercial,followup,"(2677.65, 59476.62]",2,3
19457,Other,no_violation,"(0.069, 26.55]",3,4
19458,Commercial,followup,"(63.33, 2677.65]",8,9
19459,Traffic,no_violation,"(63.33, 2677.65]",1,2
19460,House,fixed,"(2677.65, 59476.62]",2,3
19465,Traffic,fixed,"(63.33, 2677.65]",8,9
19467,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
19469,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19470,Safety,no_violation,"(63.33, 2677.65]",9,10
19471,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19472,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19473,Traffic,no_violation,"(63.33, 2677.65]",1,2
19474,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19475,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19476,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19477,Noise,no_violation,"(63.33, 2677.65]",9,10
19478,Other,no_violation,"(2677.65, 59476.62]",2,3
19479,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
19480,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19481,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19482,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19483,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19484,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19485,Commercial,no_violation,"(2677.65, 59476.62]",2,3
19486,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19487,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19488,Traffic,fixed,"(0.069, 26.55]",7,8
19489,Personal Issue,fixed,"(2677.65, 59476.62]",5,6
19490,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19491,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19492,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19493,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
19494,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19495,Traffic,no_violation,"(0.069, 26.55]",1,2
19496,Safety,no_violation,"(2677.65, 59476.62]",2,3
19497,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19498,Traffic,no_violation,"(2677.65, 59476.62]",1,2
19499,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19500,Personal Issue,no_violation,"(2677.65, 59476.62]",2,3
19501,Personal Issue,no_violation,"(2677.65, 59476.62]",2,3
19502,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19503,Personal Issue,no_violation,"(2677.65, 59476.62]",2,3
19504,Personal Issue,no_violation,"(63.33, 2677.65]",9,10
19505,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19506,Personal Issue,no_violation,"(2677.65, 59476.62]",2,3
19507,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19508,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19509,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19510,Personal Issue,no_violation,"(2677.65, 59476.62]",2,3
19511,Commercial,referred,"(63.33, 2677.65]",8,9
19513,Personal Issue,fixed,"(2677.65, 59476.62]",5,6
19514,Other,no_violation,"(2677.65, 59476.62]",2,3
19515,Traffic,no_violation,"(0.069, 26.55]",1,2
19516,Commercial,no_violation,"(2677.65, 59476.62]",2,3
19517,Personal Issue,fixed,"(2677.65, 59476.62]",5,6
19518,Commercial,followup,"(0.069, 26.55]",3,4
19519,Other,no_violation,"(2677.65, 59476.62]",2,3
19520,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19521,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19522,Commercial,followup,"(63.33, 2677.65]",8,9
19525,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19526,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19527,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19530,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19531,Safety,fixed,"(0.069, 26.55]",0,1
19532,Personal Issue,followup,"(63.33, 2677.65]",8,9
19533,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19534,Safety,no_violation,"(2677.65, 59476.62]",2,3
19535,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19536,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19537,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19538,Other,referred,"(26.55, 63.33]",0,1
19539,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19540,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19541,Safety,no_violation,"(26.55, 63.33]",0,1
19542,Noise,no_violation,"(0.069, 26.55]",3,4
19543,Traffic,no_violation,"(0.069, 26.55]",1,2
19544,Personal Issue,fixed,"(26.55, 63.33]",0,1
19545,Noise,no_violation,"(26.55, 63.33]",6,7
19546,Noise,fixed,"(0.069, 26.55]",7,8
19547,Energy,no_violation,"(26.55, 63.33]",1,2
19548,Traffic,no_violation,"(26.55, 63.33]",1,2
19549,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19550,Energy,no_violation,"(2677.65, 59476.62]",2,3
19551,Other,no_violation,"(2677.65, 59476.62]",2,3
19553,Traffic,fixed,"(26.55, 63.33]",0,1
19554,Noise,no_violation,"(0.069, 26.55]",3,4
19555,Animals,duplicated_report,"(2677.65, 59476.62]",5,6
19556,Traffic,no_violation,"(26.55, 63.33]",1,2
19557,Trash/Pollution,fixed,"(63.33, 2677.65]",8,9
19558,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19559,Animals,duplicated_report,"(2677.65, 59476.62]",5,6
19560,Noise,fixed,"(0.069, 26.55]",7,8
19561,Safety,fixed,"(26.55, 63.33]",0,1
19562,Trash/Pollution,fixed,"(26.55, 63.33]",0,1
19563,Traffic,info_needed,"(63.33, 2677.65]",8,9
19564,Animals,fixed,"(2677.65, 59476.62]",5,6
19565,Traffic,fixed,"(0.069, 26.55]",7,8
19566,Animals,fixed,"(2677.65, 59476.62]",5,6
19567,Animals,fixed,"(2677.65, 59476.62]",5,6
19568,Trash/Pollution,info_needed,"(2677.65, 59476.62]",2,3
19569,Traffic,fixed,"(0.069, 26.55]",7,8
19570,Safety,no_violation,"(26.55, 63.33]",0,1
19571,Safety,no_violation,"(26.55, 63.33]",0,1
19572,Safety,no_violation,"(26.55, 63.33]",0,1
19573,House,no_violation,"(2677.65, 59476.62]",2,3
19574,House,no_violation,"(2677.65, 59476.62]",2,3
19575,House,duplicated_report,"(2677.65, 59476.62]",2,3
19576,House,fixed,"(2677.65, 59476.62]",2,3
19577,House,duplicated_report,"(2677.65, 59476.62]",2,3
19578,Safety,fixed,"(2677.65, 59476.62]",0,1
19579,Traffic,no_violation,"(0.069, 26.55]",1,2
19580,Animals,fixed,"(2677.65, 59476.62]",5,6
19581,Safety,no_violation,"(0.069, 26.55]",3,4
19582,Safety,fixed,"(0.069, 26.55]",0,1
19583,Traffic,no_violation,"(26.55, 63.33]",1,2
19584,Noise,fixed,"(0.069, 26.55]",7,8
19585,Noise,fixed,"(63.33, 2677.65]",4,5
19587,Personal Issue,no_violation,"(63.33, 2677.65]",9,10
19588,Noise,no_violation,"(63.33, 2677.65]",9,10
19589,House,no_violation,"(63.33, 2677.65]",2,3
19590,Traffic,fixed,"(0.069, 26.55]",7,8
19592,Safety,no_violation,"(26.55, 63.33]",0,1
19593,Traffic,fixed,"(26.55, 63.33]",0,1
19594,Personal Issue,fixed,"(26.55, 63.33]",0,1
19598,Noise,no_violation,"(0.069, 26.55]",3,4
19599,Noise,no_violation,"(63.33, 2677.65]",9,10
19606,Noise,fixed,"(26.55, 63.33]",4,5
19607,Noise,no_violation,"(26.55, 63.33]",6,7
19609,Traffic,no_violation,"(26.55, 63.33]",1,2
19610,Traffic,fixed,"(26.55, 63.33]",0,1
19616,Safety,no_violation,"(2677.65, 59476.62]",2,3
19617,Animals,fixed,"(2677.65, 59476.62]",5,6
19618,Other,fixed,"(2677.65, 59476.62]",5,6
19619,Safety,no_violation,"(2677.65, 59476.62]",2,3
19620,House,info_needed,"(63.33, 2677.65]",2,3
19621,Traffic,fixed,"(0.069, 26.55]",7,8
19622,Other,fixed,"(0.069, 26.55]",7,8
19623,Traffic,no_violation,"(63.33, 2677.65]",1,2
19624,Traffic,no_violation,"(63.33, 2677.65]",1,2
19625,Trash/Pollution,fixed,"(63.33, 2677.65]",8,9
19626,Noise,no_violation,"(0.069, 26.55]",3,4
19627,Traffic,fixed,"(63.33, 2677.65]",8,9
19629,Noise,no_violation,"(63.33, 2677.65]",9,10
19632,Traffic,fixed,"(63.33, 2677.65]",8,9
19633,Traffic,fixed,"(63.33, 2677.65]",8,9
19634,Traffic,fixed,"(26.55, 63.33]",0,1
19637,Noise,no_violation,"(63.33, 2677.65]",9,10
19638,Traffic,no_violation,"(63.33, 2677.65]",1,2
19639,Traffic,no_violation,"(26.55, 63.33]",1,2
19640,Traffic,fixed,"(26.55, 63.33]",0,1
19641,Noise,no_violation,"(26.55, 63.33]",6,7
19643,Noise,fixed,"(0.069, 26.55]",7,8
19645,Noise,no_violation,"(63.33, 2677.65]",9,10
19647,Traffic,no_violation,"(63.33, 2677.65]",1,2
19648,Noise,no_violation,"(26.55, 63.33]",6,7
19649,Noise,no_violation,"(26.55, 63.33]",6,7
19650,Noise,no_violation,"(26.55, 63.33]",6,7
19651,Traffic,no_violation,"(63.33, 2677.65]",1,2
19652,Safety,no_violation,"(2677.65, 59476.62]",2,3
19653,Other,no_violation,"(2677.65, 59476.62]",2,3
19654,Safety,no_violation,"(2677.65, 59476.62]",2,3
19655,Animals,no_violation,"(2677.65, 59476.62]",2,3
19656,House,no_violation,"(2677.65, 59476.62]",2,3
19657,House,no_violation,"(2677.65, 59476.62]",2,3
19658,House,no_violation,"(2677.65, 59476.62]",2,3
19659,Energy,fixed,"(2677.65, 59476.62]",5,6
19660,Animals,fixed,"(2677.65, 59476.62]",5,6
19661,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19662,Energy,no_violation,"(2677.65, 59476.62]",2,3
19663,House,fixed,"(2677.65, 59476.62]",2,3
19664,Animals,fixed,"(2677.65, 59476.62]",5,6
19665,Traffic,fixed,"(0.069, 26.55]",7,8
19666,Traffic,no_violation,"(26.55, 63.33]",1,2
19667,Safety,no_violation,"(2677.65, 59476.62]",2,3
19668,Safety,fixed,"(2677.65, 59476.62]",0,1
19669,Animals,no_violation,"(2677.65, 59476.62]",2,3
19670,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19671,House,no_violation,"(2677.65, 59476.62]",2,3
19672,Animals,no_violation,"(2677.65, 59476.62]",2,3
19673,Animals,no_violation,"(2677.65, 59476.62]",2,3
19674,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
19675,Safety,info_needed,"(2677.65, 59476.62]",0,1
19676,Noise,fixed,"(63.33, 2677.65]",4,5
19677,Noise,no_violation,"(26.55, 63.33]",6,7
19679,Noise,fixed,"(0.069, 26.55]",7,8
19680,Noise,fixed,"(26.55, 63.33]",4,5
19683,Noise,no_violation,"(26.55, 63.33]",6,7
19684,Noise,no_violation,"(63.33, 2677.65]",9,10
19686,Traffic,no_violation,"(26.55, 63.33]",1,2
19688,Traffic,no_violation,"(26.55, 63.33]",1,2
19690,Noise,no_violation,"(26.55, 63.33]",6,7
19691,House,no_violation,"(2677.65, 59476.62]",2,3
19692,Animals,no_violation,"(2677.65, 59476.62]",2,3
19693,Animals,fixed,"(2677.65, 59476.62]",5,6
19694,Animals,no_violation,"(2677.65, 59476.62]",2,3
19695,Animals,no_violation,"(2677.65, 59476.62]",2,3
19696,Traffic,no_violation,"(26.55, 63.33]",1,2
19697,House,fixed,"(2677.65, 59476.62]",2,3
19698,House,no_violation,"(63.33, 2677.65]",2,3
19699,Noise,no_violation,"(63.33, 2677.65]",9,10
19700,Safety,fixed,"(26.55, 63.33]",0,1
19701,Noise,fixed,"(26.55, 63.33]",4,5
19702,Noise,fixed,"(0.069, 26.55]",7,8
19705,Traffic,no_violation,"(26.55, 63.33]",1,2
19706,Noise,fixed,"(26.55, 63.33]",4,5
19707,Noise,fixed,"(0.069, 26.55]",7,8
19708,Noise,fixed,"(0.069, 26.55]",7,8
